정류장명,위도,경도
신대근린공원 앞,35.84071,128.76399
대한금속 건너,35.85889,128.83022
대한금속,35.85876,128.83024
제일테크 건너,35.87146,128.82935
건화ENG,35.86652,128.83119
대은테크,35.86436,128.83082
한의대오성캠퍼스,35.78615,128.78939
압량성당 앞,35.84005,128.75894
영대천지문 앞,35.82536,128.74962
영남대서문 건너,35.83046,128.74943
영남대서문,35.83049,128.74969
내리리입구 건너,35.90017,128.83867
남산지(경산방향),35.77972,128.83871
두리화섬 앞,35.78755,128.83893
두리화섬 건너,35.78753,128.83905
용천입구(영천방향),35.92004,128.83899
내리리입구,35.90043,128.83783
초원장미삼거리(하양방향),35.89357,128.83223
초원장미삼거리(초원방향),35.89351,128.83217
중산하늘채퍼스트 동편,35.83369,128.72644
경남신성A106동뒤,35.83169,128.72361
소라아파트 앞,35.8139,128.75319
보광사,35.98421,128.75171
갓바위주차장삼거리,35.98433,128.75077
대종리(육동방향),35.76569,128.90454
대종리(용성방향),35.76576,128.90461
환상3리(경산방향),35.87391,128.78139
솔매기(갓바위방향),35.97502,128.77145
솔매기(경산방향),35.97499,128.77172
삼북주공A동편,35.81654,128.74215
엠디엔,35.86082,128.82526
하양읍사무소,35.91224,128.81194
하양시외버스터미널,35.90971,128.8145
사동부영6차북편 건너,35.81234,128.75694
질고개삼거리(조곡방향),35.77819,128.82082
질고개삼거리(남산방향),35.77814,128.82084
송내지못밑(조곡방향),35.78032,128.826
송내지못밑(남산방향),35.78027,128.82608
남신리1(남촌방향),35.82879,128.80461
점촌네거리(한의대방향),35.8008,128.77194
점촌네거리(경산방향),35.80103,128.77168
인터불고경산CC(한의대방향),35.80252,128.76457
임당역3번출구,35.83328,128.741
임당역5번출구,35.83396,128.74227
우진아파트 앞,35.84039,128.75894
신대푸르지오아파트 건너,35.83887,128.7666
신대푸르지오아파트 앞,35.83863,128.76676
감못 건너,35.83387,128.77116
신대삼거리,35.83486,128.77326
(주)한성 앞,35.83968,128.78121
내리건너(신촌방향),35.84543,128.78483
내리(가일방향),35.84546,128.78469
신촌리마을회관 앞,35.85014,128.78922
대청환경 앞,35.85,128.79222
가야리마을회관 건너,35.84965,128.8014
한의대오성캠퍼스 후문,35.78742,128.78927
"가야삼거리(진량, 자인방향)",35.84957,128.80329
일언리(대경대방향),35.84195,128.80754
중산삼거리(대구방향),35.83521,128.72384
경1리,35.79016,128.84384
경1리 건너,35.7903,128.84388
구경리,35.79166,128.85172
구경리 건너,35.7918,128.85178
미산2리(용성방향),35.79226,128.86286
미산2리(남산방향),35.79236,128.86275
대원리(대원금속),35.85818,128.82755
삼성현역사문화공원주차장,35.80274,128.80008
백천부영 초록마을정문 건너,35.80811,128.73717
백천월드메르디앙서문 건너,35.80621,128.73702
백천월드메르디앙 서문,35.80625,128.73716
하양시장,35.91485,128.82082
동서오거리(하양방향),35.91935,128.8332
동서오거리(금호방향),35.91923,128.83323
대조1리(경산방향),35.89609,128.80125
대조2리(하양방향),35.89469,128.80013
대조2리(경산방향),35.89443,128.79972
하양청구2차정문,35.91704,128.82805
대구대(정문2건너),35.89693,128.84743
황제리 건너,35.86269,128.8183
영남신학대학 건너,35.88261,128.81862
영남신학대학,35.88181,128.8185
삼주봉황타운입구 건너,35.88324,128.81798
삼주봉황타운입구,35.88534,128.8176
비석골삼거리,35.85337,128.84669
윤성타운입구,35.86977,128.79791
황제리(회차지),35.86131,128.8175
속초리(중간),35.85528,128.82905
동강교차로(하양방향),35.95554,128.83367
동강교차로(청통방향),35.95667,128.83321
박사강변로(남경산업),35.96207,128.82018
박사강변로(남경산업건너),35.96194,128.82016
신한리마을회관,35.9581,128.79328
강학1리(능성방향),35.96003,128.77446
계당2리(하양방향),35.9269,128.85606
숲이든전원마을(능성방향),35.962,128.75668
숲이든전원마을(와촌방향),35.96186,128.75684
상암2리(노거수),35.94121,128.85765
신도리,35.82112,128.83043
신관리,35.82338,128.84287
동부2리(자인장례식장),35.80922,128.82796
하신지,35.78678,128.87633
곡신지,35.77283,128.87718
비오재(용성방향),35.76993,128.89699
비오재(육동방향),35.76981,128.89721
곡란리(태양광),35.77271,128.87736
용천2리,35.76022,128.90505
매남2리(용성지),35.81403,128.91296
흥정리(마을입구),35.76047,128.83062
흥정리,35.75727,128.82632
사림리(양치교),35.75653,128.82381
연하리(연하3교),35.76122,128.82615
연하리(연하1교),35.76439,128.83006
송내리(솔안),35.78268,128.82847
사월리(프라임밸리),35.79472,128.81813
삼성현역사공원 앞,35.80458,128.80247
삼성현역사공원 건너,35.80459,128.80264
상대리(새한에너지건너),35.78548,128.79722
상대리(새한에너지앞),35.78516,128.79719
우검리(사림방향),35.78245,128.83868
경리(면사무소방향),35.78281,128.83901
우검리1(면사무소방향),35.77333,128.83593
우검리1(사림방향),35.77359,128.83578
고은교 건너,35.7937,128.85808
고은교 앞,35.79373,128.85813
반곡지밑 삼거리,35.78372,128.8077
당리리(마을입구),35.81928,128.79779
강서리(마을입구),35.82393,128.79658
당음리(당리방향),35.83111,128.78402
당음리(신대방향),35.83121,128.78408
원리(마을입구),35.74345,128.73724
산전리(대명교),35.78349,128.71995
내동삼거리,35.80382,128.78492
여천동(삼성캠퍼스방향),35.79433,128.78913
여천동(유곡동방향),35.79439,128.78925
여천동1(삼성캠퍼스방향),35.7965,128.7892
여천동1(유곡동방향),35.79655,128.78933
해오름아파트 건너,35.81858,128.72025
해오름아파트,35.8189,128.72026
중산동(육교앞),35.83115,128.72242
삼주봉황4차종점 건너,35.8835,128.82521
현내리마을회관 앞,35.85013,128.85749
선화리(서울사료),35.87005,128.80419
금구리(오목천),35.85425,128.75471
도덕삼거리,35.79933,128.87267
하대리5(경산방향),35.79366,128.80134
송내공단입구(남산방향),35.79555,128.82604
호곡지앞,35.83175,128.78014
난포고택앞,35.76881,128.87812
난포고택건너,35.76867,128.87806
남곡리회관앞,35.7752,128.84836
한의대종점,35.79811,128.77669
신대한신휴플러스,35.83758,128.76746
신대e편한세상아파트,35.83746,128.76728
수성자동차학원앞,35.84499,128.74431
수성자동차학원 건너,35.84506,128.74415
대평그린빌A 건너,35.83718,128.73209
경산중앙교회,35.83975,128.73107
신대부적지구 입구,35.84246,128.76256
구.압량초등학교,35.84201,128.76184
마위지근린공원,35.84558,128.76358
경산병영유적지,35.84948,128.76536
경산병영유적지 건너,35.84924,128.76503
옥산로(경산방향),35.82605,128.72363
옥산로(대구방향),35.8259,128.72384
펜타힐즈더샵1차 건너,35.82975,128.71934
펜타힐즈더샵1차 앞,35.82948,128.7197
펜타힐즈더샵2차남편,35.82592,128.72101
펜타힐즈더샵2차남편 건너,35.82587,128.72145
펜타힐즈서한이다음 앞,35.83378,128.71714
펜타힐즈서한이다음 건너,35.83355,128.71684
명마산 입구,35.96302,128.74966
청운고시원,35.96328,128.75265
곡돌내재,35.75866,128.88485
읍천공단,35.83574,128.83801
환성사,35.91704,128.79612
환성사 건너,35.91692,128.79629
남방천교(한의대방향),35.80052,128.77301
남방천교(경산방향),35.80067,128.7732
옥천1리 마을회관,35.8113,128.84042
계정숲,35.81604,128.81903
중산하늘채퍼스트 동편 건너,35.83339,128.72677
상대리(전원주택단지),35.78732,128.7984
하대리2(상대방향),35.80128,128.80527
비호생활관 건너,35.90381,128.84534
창파도서관,35.90252,128.8493
복지관,35.89919,128.85364
복지관 건너,35.89919,128.85378
창파도서관 건너,35.90258,128.84942
비호생활관,35.90379,128.84521
동방플랜텍 건너,35.85852,128.83481
점자도서관,35.90207,128.84434
점자도서관 건너,35.9017,128.84462
성산홀 건너,35.90171,128.85256
성산홀,35.90184,128.85248
신한새터마을(능성방향),35.9588,128.79003
신한새터마을(경산방향),35.95877,128.78983
글로벌코스메틱비지니스센터,35.79936,128.77845
여천전원마을,35.79903,128.78428
원당입구(자인방향),35.80304,128.83297
펜타힐즈푸르지오 남편,35.82488,128.71786
삼도뷰엔빌 종점,35.80226,128.74591
삼도뷰엔빌 종점 건너,35.80226,128.74573
대곡리 입구,35.91937,128.78217
곡란리(회곡지),35.75907,128.87974
곡란리(채석장),35.75591,128.88171
여천동(여유지),35.79878,128.78774
TEST2019,35.83304,128.86093
여천동(사동방향),35.79896,128.78773
정평현대A(입구),35.83516,128.72763
펜타힐즈푸르지오 남편 건너,35.82477,128.71795
경북테크노파크,35.93361,128.82705
경북테크노파크 건너,35.93339,128.82687
대일포장 건너,35.93692,128.82477
대일포장,35.9369,128.82506
(주)청운,35.94109,128.82629
(주)청운 건너,35.94131,128.82629
예다인A북편 건너,35.94098,128.83205
예다인A북편,35.94081,128.83205
계전2리마을회관,35.96439,128.83289
계전1리마을회관,35.95361,128.83907
용천1리 회관,35.91432,128.84539
수이엔지,35.91794,128.84689
수이엔지 건너,35.9179,128.84696
제일농산 건너,35.92257,128.84832
제일농산,35.92257,128.84847
반곡리입구,35.7798,128.80439
계남1리 건너,35.80655,128.81319
계남1리,35.80655,128.81306
경일대정문2,35.90082,128.802
힐스테이트 건너,35.8261,128.71436
한우리교회,35.84335,128.74617
한우리교회 건너,35.84317,128.74612
북1리,35.8897,128.82069
진량황제A 서편,35.85857,128.82044
임당회관 앞,35.84341,128.74686
임당회관 건너,35.84352,128.74692
임당빌딩 앞,35.8426,128.74995
임당빌딩 건너,35.84271,128.74998
강산애A 앞,35.84114,128.75396
강산애A 건너,35.84107,128.75386
고곡1리,36.11038,128.5771
고곡2리,36.10433,128.57894
고곡보건지소,36.0985,128.58113
고매초등학교,36.09695,128.58173
매곡1리 정미소,36.08927,128.59085
매곡1리경로회관,36.0864,128.59371
매곡2리,36.08382,128.59684
매곡2리 독골,36.08,128.60024
매곡2리마을회관,36.08217,128.59911
청수송어장낚시터,36.11279,128.57476
고곡1리,36.1104,128.57701
고곡2리,36.10443,128.57866
고곡보건지소,36.09706,128.58151
고곡초등학교,36.08912,128.59086
매곡1리경로회관,36.08649,128.59353
매곡2리,36.0837,128.59685
매곡2리 독골,36.0802,128.59993
매곡2리마을회관,36.08243,128.59887
청수송어장낚시터,36.11272,128.57476
갈고개휴게소,35.7467,128.859
갈고개휴게소 건너,35.7468,128.859
김전1리,35.73648,128.86709
학일온천,35.72941,128.87639
동곡2리,35.72177,128.88419
동곡버스터미널,35.72041,128.88792
사전1리대국사입구,35.72197,128.88449
학일온천 건너,35.72901,128.87769
도원초등학교분교,35.93309,128.39247
소학리,35.88277,128.3805
광영검문소,35.88212,128.37306
도원초등학교,35.89585,128.38182
도흥,35.90177,128.38935
도흥3리 마을회관,35.9003,128.38558
소학1리 복지회관,35.89075,128.3779
용신1리 모전,35.91391,128.39526
용신2리 용대골,35.92269,128.39152
용신공단,35.92988,128.39197
용신정미소,35.9111,128.3948
한국석유,35.9043,128.39154
용신2리 샛터,35.93297,128.39234
도원초등학교분교,35.93302,128.39253
소학리,35.88258,128.38023
광영검문소,35.88222,128.37314
도원초등학교,35.8957,128.38181
도흥1리 복지회관,35.90158,128.38871
도흥3리 마을회관,35.89999,128.38528
소학1리 복지회관,35.89045,128.37777
용신1리 모전,35.91396,128.39538
용신2리 용대골,35.92269,128.39161
용신공단,35.92962,128.3921
용신정미소,35.91123,128.39497
한국석유,35.90439,128.39174
용신2리 샛터,35.9331,128.39216
제정리,35.93212,128.37979
황산(성원리),35.91589,128.31825
황산(성원리),35.9157,128.31809
함바우(성산리),35.91785,128.30629
함바우(성산리),35.91786,128.30734
성주터미널,35.91729,128.2852
방천길,35.89885,128.38378
방천길,35.89899,128.38377
못뚝,35.88867,128.36002
모뚝,35.88859,128.35985
명인중고등,35.88519,128.36211
명인중고등,35.88518,128.3624
새원(신부리),35.90959,128.33258
선남,35.89891,128.35332
성주터미널,35.91711,128.28524
선남,35.89969,128.35333
선남(관화2리),35.90427,128.34776
공간디자인,35.9178,128.29287
관화2리,35.90562,128.34883
광영검문소,35.88173,128.37322
광영검문소,35.88178,128.37228
광영삼거리,35.88103,128.36785
광영삼거리,35.88121,128.36793
선남농협,35.9021,128.35142
선남농협,35.90222,128.35094
대흥리(관화2리),35.90433,128.34726
신기미(신부리),35.91022,128.33188
"신촌,띠밭",35.90882,128.39414
약동초등학교,35.98418,128.38254
관호5거리,36.00384,128.38984
왜관남부,35.9889,128.39962
왜관북부,35.99711,128.39901
가천입구,36.0078,128.55116
동아금속건너,35.94815,128.40104
약목고등학교,36.0263,128.37691
무림2리건너,36.02449,128.38017
약목,36.03464,128.36506
성곡,36.07262,128.43668
성곡종점,36.07185,128.44859
성곡리(뭇골),36.07225,128.43076
경북식당(앞),36.08519,128.53844
중리부영아파트,36.078,128.41411
우방신천지타운종점,36.0741,128.39361
중동교입구,36.07858,128.40346
중리금호어울림건너,36.07609,128.40736
석우리 2길,36.10552,128.55041
화성철강앞,36.10644,128.55131
낙산리건너(돌고개),35.93356,128.53372
시립공원묘지건너,35.93266,128.53025
연화입구,35.96503,128.44939
가정,35.92185,128.51686
널동먹골,35.92946,128.48976
덕천,35.9349,128.49226
미실영청건너,35.91876,128.4897
상납실,35.9146,128.50551
옥포,35.91749,128.5102
하납실,35.91024,128.49501
더벙골 건너,35.91934,128.40795
이언식당 앞,35.94156,128.49459
구장터건너,35.95385,128.49706
신동재입구삼거리건너,35.94488,128.49555
공단근로복지회관,35.96723,128.41506
금산리야대기,35.96441,128.40929
대구은행공단지점앞,35.96858,128.41798
대원 에스지아이,35.97035,128.42164
에스지,35.97214,128.42346
하이마트동부물류센터,35.96587,128.41234
한국토지공사입구,35.97438,128.42465
우방신천지타운,36.07437,128.39343
남율강촌건너,36.05478,128.40616
남율동산마을건너,36.06702,128.39893
남율1리,36.06367,128.40097
신나무골,35.96581,128.46064
원곡 도당입구,35.96418,128.47247
