,아파트명,면적,법정동주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,매매호가,전세호가,월세호가,실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수
1,대명하이츠,57㎡,대구시 남구 대명동 3000-12,대구시 남구 양지남길 57,35.850606,128.576646,13.0,0.0,7.0,7.0,221,38,8.0,하선종합건설(주),HT001,57.85,50.21,87,2,1,1,계단식,20768.0,83071.0,4154.0,58149.0,0.0,0.0,0.0,19000.0,,,,,,,대구성명초등학교,공립,125.0,152.0
2,대명하이츠,82A㎡,대구시 남구 대명동 3000-12,대구시 남구 양지남길 57,35.850606,128.576646,13.0,0.0,7.0,7.0,221,38,8.0,하선종합건설(주),HT001,82.53,71.63,87,2,1,2,계단식,31650.0,124290.0,6330.0,86310.0,0.0,0.0,0.0,19750.0,,,,,,,대구성명초등학교,공립,125.0,152.0
3,대명하이츠,82B㎡,대구시 남구 대명동 3000-12,대구시 남구 양지남길 57,35.850606,128.576646,13.0,0.0,7.0,7.0,221,38,8.0,하선종합건설(주),HT001,82.68,71.76,87,2,1,2,계단식,31650.0,124290.0,6330.0,86310.0,0.0,0.0,0.0,,,,,,,,대구성명초등학교,공립,125.0,152.0
4,대명하이츠,85A㎡,대구시 남구 대명동 3000-12,대구시 남구 양지남길 57,35.850606,128.576646,13.0,0.0,7.0,7.0,221,38,8.0,하선종합건설(주),HT001,85.18,73.93,87,2,1,4,계단식,32550.0,126630.0,6510.0,87570.0,0.0,0.0,0.0,,,,2억,"1억 6,000",,,대구성명초등학교,공립,125.0,152.0
5,대명하이츠,85B,대구시 남구 대명동 3000-12,대구시 남구 양지남길 57,35.850606,128.576646,13.0,0.0,7.0,7.0,221,38,8.0,하선종합건설(주),HT001,85.5,74.2,87,2,1,3,계단식,32550.0,126630.0,6510.0,87570.0,0.0,0.0,0.0,,,,,,,,대구성명초등학교,공립,125.0,152.0
0,대명헤리티지(주상복합),108A㎡,대구시 남구 대명동 1128,대구시 남구 대명역2길 104,35.837309,128.559052,31.0,0.0,18.0,17.0,558,79,40.0,주식회사시온건설,HT001,108.86,84.94,78,3,2,10,계단식,,,,,,,,,,,,,,,대구대덕초등학교,공립,111.0,120.0
1,대명헤리티지(주상복합),108B㎡,대구시 남구 대명동 1128,대구시 남구 대명역2길 104,35.837309,128.559052,31.0,0.0,18.0,17.0,558,79,40.0,주식회사시온건설,HT001,108.87,84.6,78,3,2,10,계단식,,,,,,,,19000,,,"3억 5,000",,,,대구대덕초등학교,공립,111.0,120.0
2,대명헤리티지(주상복합),108C㎡,대구시 남구 대명동 1128,대구시 남구 대명역2길 104,35.837309,128.559052,31.0,0.0,18.0,17.0,558,79,40.0,주식회사시온건설,HT001,108.17,84.48,78,3,2,10,계단식,,,,,,,,18000,,,"3억 5,000",,,,대구대덕초등학교,공립,111.0,120.0
3,대명헤리티지(주상복합),140,대구시 남구 대명동 1128,대구시 남구 대명역2길 104,35.837309,128.559052,31.0,0.0,18.0,17.0,558,79,40.0,주식회사시온건설,HT001,140.61,105.67,75,4,3,1,계단식,,,,,,,,19750,,,,,,,대구대덕초등학교,공립,111.0,120.0
0,더테라스(주상복합),102㎡,대구시 남구 대명동 2137-3,대구시 남구 현충로 245,35.854365,128.582784,25.0,0.0,10.0,9.0,334,50,25.0,(주)세보종합건설,HT001,102.72,81.42,79,3,2,9,계단식,,,,,,,,18000.0,,,"2억 7,500",,,,남대구초등학교,공립,75.0,66.0
1,더테라스(주상복합),104A㎡,대구시 남구 대명동 2137-3,대구시 남구 현충로 245,35.854365,128.582784,25.0,0.0,10.0,9.0,334,50,25.0,(주)세보종합건설,HT001,104.95,82.29,78,3,2,8,계단식,,,,,,,,19000.0,,,"2억 8,000~3억 1,000",,,,남대구초등학교,공립,75.0,66.0
2,더테라스(주상복합),105B,대구시 남구 대명동 2137-3,대구시 남구 현충로 245,35.854365,128.582784,25.0,0.0,10.0,9.0,334,50,25.0,(주)세보종합건설,HT001,105.17,83.51,79,3,2,8,계단식,,,,,,,,19750.0,,,,,,,남대구초등학교,공립,75.0,66.0
0,동신맨션,86㎡,대구시 남구 대명동 780-3,대구시 남구 대명로 177,35.83933,128.57714,201.0,0.0,13.0,11.0,0,0,125.0,동신건설(주),HT001,86.98,63.35,73,3,1,78,복도식,29700.0,118800.0,5940.0,83160.0,0.0,0.0,0.0,18000.0,174156,174850,"1억 9,000",,"1,000/50~1,000/55","1,000/50~1,000/55",대구남도초등학교,공립,290.0,237.0
1,동신맨션,107㎡,대구시 남구 대명동 780-3,대구시 남구 대명로 177,35.83933,128.57714,201.0,0.0,13.0,11.0,0,0,125.0,동신건설(주),HT001,107.92,80,74,3,1,12,계단식,38400.0,141840.0,7680.0,95760.0,0.0,0.0,0.0,19750.0,219929,220805,,,,,대구남도초등학교,공립,290.0,237.0
2,동신맨션,116,대구시 남구 대명동 780-3,대구시 남구 대명로 177,35.83933,128.57714,201.0,0.0,13.0,11.0,0,0,125.0,동신건설(주),HT001,116.24,84.8,73,3,1,111,복도식,43350.0,154710.0,8670.0,102690.0,0.0,0.0,0.0,19000.0,233124,234054,"2억 3,000~2억 9,000",,,,대구남도초등학교,공립,290.0,237.0
0,동아대덕,96㎡,대구시 남구 대명동 1220-24,대구시 남구 현충서길 29,35.84527,128.57732,210.0,0.0,15.0,7.0,281,24,177.0,공영토건(주),HT001,96.07,72.78,76,3,1,75,복도식,28800.0,115200.0,5760.0,80640.0,0.0,0.0,0.0,18000.0,118897,119675,"1억 8,000~2억",,,,대구남도초등학교,공립,290.0,237.0
1,동아대덕,112,대구시 남구 대명동 1220-24,대구시 남구 현충서길 29,35.84527,128.57732,210.0,0.0,15.0,7.0,281,24,177.0,공영토건(주),HT001,112.15,84.96,76,3,1,135,복도식,40200.0,146520.0,8040.0,98280.0,0.0,0.0,0.0,19000.0,138795,139704,"2억 3,500~2억 7,000","1억 6,000","2,000/90","2,000/90",대구남도초등학교,공립,290.0,237.0
0,동아통일,60,대구시 남구 대명동 3008-4,대구시 남구 현충로31길 48,35.847098,128.577325,30.0,0.0,5.0,5.0,0,0,0.0,,HT001,60.42,52.51,87,2,1,30,계단식,18045.0,72180.0,3609.0,50526.0,0.0,0.0,0.0,18000.0,,,"1억 2,500~1억 3,000","7,000~8,000",,,대구남도초등학교,공립,290.0,237.0
0,드림팰리스(주상복합),119B㎡,대구시 남구 대명동 1623-14,대구시 남구 대명로 83,35.839693,128.566987,36.0,0.0,14.0,14.0,365,63,45.0,(주)강토,HT001,119.92,84.08,70,3,2,24,계단식,65400.0,212040.0,13080.0,133560.0,0.0,0.0,0.0,18000.0,,,"3억 3,500~3억 4,000",,,,대구대명초등학교,공립,280.0,248.0
1,드림팰리스(주상복합),119A,대구시 남구 대명동 1623-14,대구시 남구 대명로 83,35.839693,128.566987,36.0,0.0,14.0,14.0,365,63,45.0,(주)강토,HT001,119.94,83.96,70,3,2,12,계단식,62250.0,203850.0,12450.0,129150.0,0.0,0.0,0.0,19000.0,,,"2억 9,500~3억 3,500",,,,대구대명초등학교,공립,280.0,248.0
0,로얄하이츠맨션,255,대구시 남구 대명동 1719,대구시 남구 현충로29길 29,35.84571,128.57865,20.0,0.0,5.0,5.0,0,0,0.0,,HT001,255.76,232.36,91,5,3,20,계단식,95100.0,289260.0,19020.0,175140.0,0.0,0.0,0.0,18000.0,,,,,,,대구남도초등학교,공립,290.0,237.0
0,리더스빌,49A㎡,대구시 남구 대명동 2282-48,대구시 남구 명덕로10길 37,35.857438,128.576111,9.0,0.0,5.0,5.0,217,58,9.0,태인건설산업(주),HT001,49.41,40.84,83,2,1,1,계단식,,,,,,,,18000.0,,,,,,,대구성남초등학교,공립,157.0,160.0
1,리더스빌,51B㎡,대구시 남구 대명동 2282-48,대구시 남구 명덕로10길 37,35.857438,128.576111,9.0,0.0,5.0,5.0,217,58,9.0,태인건설산업(주),HT001,51,42.34,83,2,1,1,계단식,,,,,,,,19000.0,,,,,"1,000/80","1,000/80",대구성남초등학교,공립,157.0,160.0
2,리더스빌,54㎡,대구시 남구 대명동 2282-48,대구시 남구 명덕로10길 37,35.857438,128.576111,9.0,0.0,5.0,5.0,217,58,9.0,태인건설산업(주),HT001,54.17,44.96,83,2,1,1,계단식,,,,,,,,19750.0,,,,,,,대구성남초등학교,공립,157.0,160.0
3,리더스빌,56㎡,대구시 남구 대명동 2282-48,대구시 남구 명덕로10길 37,35.857438,128.576111,9.0,0.0,5.0,5.0,217,58,9.0,태인건설산업(주),HT001,56.87,47.31,83,2,1,1,계단식,,,,,,,,,,,,,,,대구성남초등학교,공립,157.0,160.0
4,리더스빌,85B㎡,대구시 남구 대명동 2282-48,대구시 남구 명덕로10길 37,35.857438,128.576111,9.0,0.0,5.0,5.0,217,58,9.0,태인건설산업(주),HT001,85.88,72.32,84,3,2,1,계단식,,,,,,,,,,,,,,,대구성남초등학교,공립,157.0,160.0
5,리더스빌,86A㎡,대구시 남구 대명동 2282-48,대구시 남구 명덕로10길 37,35.857438,128.576111,9.0,0.0,5.0,5.0,217,58,9.0,태인건설산업(주),HT001,86.21,72.22,84,3,2,2,계단식,,,,,,,,,,,,,,,대구성남초등학교,공립,157.0,160.0
6,리더스빌,89㎡,대구시 남구 대명동 2282-48,대구시 남구 명덕로10길 37,35.857438,128.576111,9.0,0.0,5.0,5.0,217,58,9.0,태인건설산업(주),HT001,89.2,74.8,84,3,2,1,계단식,,,,,,,,,,,,,,,대구성남초등학교,공립,157.0,160.0
7,리더스빌,98,대구시 남구 대명동 2282-48,대구시 남구 명덕로10길 37,35.857438,128.576111,9.0,0.0,5.0,5.0,217,58,9.0,태인건설산업(주),HT001,98.85,82.69,84,3,2,1,계단식,,,,,,,,,,,,,,,대구성남초등학교,공립,157.0,160.0
0,마크힐즈(주상복합),68㎡,대구시 남구 대명동 542-19,대구시 남구 현충로32길 5-7,35.847008,128.580429,8.0,0.0,5.0,5.0,223,57,8.0,(주)부성종합건설,HT001,68.38,55.38,81,3,2,1,계단식,,,,,,,,18000.0,,,,,,,대구남도초등학교,공립,290.0,237.0
1,마크힐즈(주상복합),81㎡,대구시 남구 대명동 542-19,대구시 남구 현충로32길 5-7,35.847008,128.580429,8.0,0.0,5.0,5.0,223,57,8.0,(주)부성종합건설,HT001,81.75,66.2,81,3,2,3,계단식,,,,,,,,19000.0,,,,,,,대구남도초등학교,공립,290.0,237.0
2,마크힐즈(주상복합),84,대구시 남구 대명동 542-19,대구시 남구 현충로32길 5-7,35.847008,128.580429,8.0,0.0,5.0,5.0,223,57,8.0,(주)부성종합건설,HT001,84.38,68.33,81,3,2,4,계단식,,,,,,,,19750.0,,,,,,,대구남도초등학교,공립,290.0,237.0
0,백작맨션,134㎡,대구시 남구 대명동 181-1,대구시 남구 중앙대로31길 28,35.847517,128.589295,104.0,0.0,15.0,10.0,0,0,105.0,,HT001,134.4,110.97,83,4,2,44,계단식,71250.0,227250.0,14250.0,141750.0,0.0,0.0,0.0,18000.0,,,"2억 6,000~3억 3,000",2억,,,대구남도초등학교,공립,290.0,237.0
1,백작맨션,156㎡,대구시 남구 대명동 181-1,대구시 남구 중앙대로31길 28,35.847517,128.589295,104.0,0.0,15.0,10.0,0,0,105.0,,HT001,156.28,131.1,84,4,2,30,계단식,81150.0,252990.0,16230.0,155610.0,0.0,0.0,0.0,19000.0,,,"3억 4,000",,,,대구남도초등학교,공립,290.0,237.0
2,백작맨션,199,대구시 남구 대명동 181-1,대구시 남구 중앙대로31길 28,35.847517,128.589295,104.0,0.0,15.0,10.0,0,0,105.0,,HT001,199.36,169.9,85,5,2,30,계단식,98250.0,297450.0,19650.0,179550.0,0.0,0.0,0.0,19750.0,,,4억,,,,대구남도초등학교,공립,290.0,237.0
0,보성청록타운,89㎡,대구시 남구 대명동 2680-17,대구시 남구 큰골길 200,35.834602,128.585558,347.0,0.0,14.0,11.0,0,0,0.0,(주)보성,HT001,89.86,59.79,67,3,1,123,복도식,37500.0,139500.0,7500.0,94500.0,0.0,0.0,0.0,18000.0,142334,136772,"1억 6,500~2억 500",,"2,000/70~2,000/75","2,000/70~2,000/75",대구남명초등학교,공립,96.0,87.0
1,보성청록타운,108㎡,대구시 남구 대명동 2680-17,대구시 남구 큰골길 200,35.834602,128.585558,347.0,0.0,14.0,11.0,0,0,0.0,(주)보성,HT001,108.34,84.99,78,3,2,140,계단식,61350.0,201510.0,12270.0,127890.0,0.0,0.0,0.0,19000.0,202325,194418,"2억 2,000~2억 6,000",,,,대구남명초등학교,공립,96.0,87.0
2,보성청록타운,147,대구시 남구 대명동 2680-17,대구시 남구 큰골길 200,35.834602,128.585558,347.0,0.0,14.0,11.0,0,0,0.0,(주)보성,HT001,147.47,120.84,82,4,2,84,계단식,76650.0,241290.0,15330.0,149310.0,0.0,0.0,0.0,19750.0,287668,276426,"2억 9,000~3억",2억,,,대구남명초등학교,공립,96.0,87.0
0,사랑채,106,대구시 남구 대명동 1662-30,대구시 남구 현충로23길 88,35.843044,128.574926,13.0,0.0,7.0,7.0,226,38,13.0,(주)도시미래종합건설,HT001,106.08,84.98,80,3,2,13,계단식,43350.0,154710.0,8670.0,102690.0,0.0,0.0,0.0,18000.0,,,,,,,대구남도초등학교,공립,290.0,237.0
0,삼두,49,대구시 남구 대명동 1721-29,대구시 남구 대명서로 17,35.82926,128.56128,160.0,0.0,5.0,5.0,0,0,101.0,,HT001,49.39,42.52,86,2,1,160,계단식,19035.0,76140.0,3807.0,53298.0,0.0,0.0,0.0,18000.0,,,"9,200~1억 4,000","8,000~9,000","500/40~2,000/30","500/40~2,000/30",대구대덕초등학교,공립,111.0,120.0
0,삼성공원,51,대구시 남구 대명동 1551-34,대구시 남구 앞산순환로 337,35.83025,128.5637,39.0,0.0,5.0,4.0,0,0,0.0,,HT001,51.07,44.52,87,2,1,39,계단식,15030.0,60120.0,3006.0,42084.0,0.0,0.0,0.0,18000.0,,,"1억 2,000~1억 3,000",,,,대구대덕초등학교,공립,111.0,120.0
0,삼아맨션(주상복합),62㎡,대구시 남구 대명동 1593-14,대구시 남구 대명로 51,35.839299,128.56269,48.0,0.0,4.0,4.0,0,0,21.0,,HT001,62.11,51.47,83,2,1,1,계단식,,,,,,,,18000.0,,,,,,,대구대명초등학교,공립,280.0,248.0
1,삼아맨션(주상복합),65㎡,대구시 남구 대명동 1593-14,대구시 남구 대명로 51,35.839299,128.56269,48.0,0.0,4.0,4.0,0,0,21.0,,HT001,65.98,51.47,78,2,1,17,계단식,,,,,,,,19000.0,,,,"1억 3,000",,,대구대명초등학교,공립,280.0,248.0
2,삼아맨션(주상복합),85A㎡,대구시 남구 대명동 1593-14,대구시 남구 대명로 51,35.839299,128.56269,48.0,0.0,4.0,4.0,0,0,21.0,,HT001,85.42,67.66,79,3,1,27,계단식,,,,,,,,19750.0,,,,"1억 2,000","8,000/50","8,000/50",대구대명초등학교,공립,280.0,248.0
3,삼아맨션(주상복합),85C㎡,대구시 남구 대명동 1593-14,대구시 남구 대명로 51,35.839299,128.56269,48.0,0.0,4.0,4.0,0,0,21.0,,HT001,85.42,67.67,79,3,1,2,계단식,,,,,,,,,,,,,,,대구대명초등학교,공립,280.0,248.0
4,삼아맨션(주상복합),85B,대구시 남구 대명동 1593-14,대구시 남구 대명로 51,35.839299,128.56269,48.0,0.0,4.0,4.0,0,0,21.0,,HT001,85.42,67.66,79,3,1,1,계단식,,,,,,,,,,,,,,,대구대명초등학교,공립,280.0,248.0
0,삼정비취,89㎡,대구시 남구 대명동 3044-8,대구시 남구 두류공원로 88,35.844908,128.569759,76.0,0.0,6.0,5.0,0,0,18.0,,HT001,89.5,73.08,82,3,2,1,계단식,21623.0,86491.0,4325.0,60543.0,0.0,0.0,0.0,18000.0,,,,,,,대구성명초등학교,공립,125.0,152.0
1,삼정비취,95A㎡,대구시 남구 대명동 3044-8,대구시 남구 두류공원로 88,35.844908,128.569759,76.0,0.0,6.0,5.0,0,0,18.0,,HT001,95.39,78.97,83,3,2,1,계단식,25875.0,103500.0,5175.0,72450.0,0.0,0.0,0.0,19000.0,,,"1억 8,000",,,,대구성명초등학교,공립,125.0,152.0
2,삼정비취,96B㎡,대구시 남구 대명동 3044-8,대구시 남구 두류공원로 88,35.844908,128.569759,76.0,0.0,6.0,5.0,0,0,18.0,,HT001,96.24,79.82,83,3,2,18,계단식,29025.0,116100.0,5805.0,81270.0,0.0,0.0,0.0,19750.0,,,"2억 500~2억 3,500",,,,대구성명초등학교,공립,125.0,152.0
3,삼정비취,101C㎡,대구시 남구 대명동 3044-8,대구시 남구 두류공원로 88,35.844908,128.569759,76.0,0.0,6.0,5.0,0,0,18.0,,HT001,101.35,84.93,84,3,2,34,계단식,29925.0,119700.0,5985.0,83790.0,0.0,0.0,0.0,,,,"2억 4,000",,,,대구성명초등학교,공립,125.0,152.0
4,삼정비취,101B㎡,대구시 남구 대명동 3044-8,대구시 남구 두류공원로 88,35.844908,128.569759,76.0,0.0,6.0,5.0,0,0,18.0,,HT001,101.2,84.78,84,3,2,16,계단식,29700.0,118800.0,5940.0,83160.0,0.0,0.0,0.0,,,,,,,,대구성명초등학교,공립,125.0,152.0
5,삼정비취,101A,대구시 남구 대명동 3044-8,대구시 남구 두류공원로 88,35.844908,128.569759,76.0,0.0,6.0,5.0,0,0,18.0,,HT001,101.65,78.86,78,3,2,6,계단식,29025.0,116100.0,5805.0,81270.0,0.0,0.0,0.0,,,,,,,,대구성명초등학교,공립,125.0,152.0
0,삼정비취맨션,92㎡,대구시 남구 대명동 1598-8,대구시 남구 대명복개로3길 32,35.840365,128.562055,53.0,0.0,5.0,4.0,0,0,0.0,,HT001,92.48,84.88,92,3,1,30,계단식,33900.0,130140.0,6780.0,89460.0,0.0,0.0,0.0,18000.0,,,"1억 5,000~1억 8,000",,,,대구대명초등학교,공립,280.0,248.0
1,삼정비취맨션,98B㎡,대구시 남구 대명동 1598-8,대구시 남구 대명복개로3길 32,35.840365,128.562055,53.0,0.0,5.0,4.0,0,0,0.0,,HT001,98.39,84.91,86,3,1,4,계단식,33900.0,130140.0,6780.0,89460.0,0.0,0.0,0.0,19750.0,,,,,,,대구대명초등학교,공립,280.0,248.0
2,삼정비취맨션,99A,대구시 남구 대명동 1598-8,대구시 남구 대명복개로3길 32,35.840365,128.562055,53.0,0.0,5.0,4.0,0,0,0.0,,HT001,99.77,84.82,85,3,1,19,계단식,33900.0,130140.0,6780.0,89460.0,0.0,0.0,0.0,19000.0,,,,,,,대구대명초등학교,공립,280.0,248.0
0,새한,59㎡,대구시 남구 대명동 1701-2,대구시 남구 대명로49길 38,35.843131,128.583052,149.0,0.0,5.0,5.0,0,0,0.0,,HT001,59.67,53.32,89,2,1,19,계단식,,,,,,,,,,,,,,,대구남도초등학교,공립,290.0,237.0
1,새한,77㎡,대구시 남구 대명동 1701-2,대구시 남구 대명로49길 38,35.843131,128.583052,149.0,0.0,5.0,5.0,0,0,0.0,,HT001,77.06,58.14,75,2,1,32,계단식,,,,,,,,,,,"2억 9,000~4억",,,,대구남도초등학교,공립,290.0,237.0
2,새한,83㎡,대구시 남구 대명동 1701-2,대구시 남구 대명로49길 38,35.843131,128.583052,149.0,0.0,5.0,5.0,0,0,0.0,,HT001,83.77,73.19,87,3,1,30,계단식,76650,241290,15330,149310,0,0,0,18000,,,3억,"1억 2,000","1,500/45~1,500/50","1,500/45~1,500/50",대구남도초등학교,공립,290.0,237.0
3,새한,99㎡,대구시 남구 대명동 1701-2,대구시 남구 대명로49길 38,35.843131,128.583052,149.0,0.0,5.0,5.0,0,0,0.0,,HT001,99.37,83.11,84,3,1,10,계단식,90600,277560,18120,168840,0,0,0,19000,,,"3억 3,000",,"1,000/50","1,000/50",대구남도초등학교,공립,290.0,237.0
4,새한,129㎡,대구시 남구 대명동 1701-2,대구시 남구 대명로49길 38,35.843131,128.583052,149.0,0.0,5.0,5.0,0,0,0.0,,HT001,129.12,116.69,90,4,2,40,계단식,125100,363690,25020,213570,0,0,0,19750,,,"4억 2,000",,,,대구남도초등학교,공립,290.0,237.0
5,새한,144㎡,대구시 남구 대명동 1701-2,대구시 남구 대명로49길 38,35.843131,128.583052,149.0,0.0,5.0,5.0,0,0,0.0,,HT001,144.64,118.89,82,4,2,8,계단식,,,,,,,,,,,,,,,대구남도초등학교,공립,290.0,237.0
6,새한,153,대구시 남구 대명동 1701-2,대구시 남구 대명로49길 38,35.843131,128.583052,149.0,0.0,5.0,5.0,0,0,0.0,,HT001,153.29,128.2,84,4,2,10,계단식,167400,444060,33480,243180,0,0,0,,,,,,,,대구남도초등학교,공립,290.0,237.0
0,서동해피플러스,95A㎡,대구시 남구 대명동 1714-7,대구시 남구 현충로 127,35.844257,128.57964,28.0,0.0,13.0,7.0,388,62,30.0,(주)신풍종합건설,HT001,95.64,84.54,88,3,1,17,계단식,42900.0,153540.0,8580.0,102060.0,0.0,0.0,0.0,18000.0,,,,,,,대구남도초등학교,공립,290.0,237.0
1,서동해피플러스,95B,대구시 남구 대명동 1714-7,대구시 남구 현충로 127,35.844257,128.57964,28.0,0.0,13.0,7.0,388,62,30.0,(주)신풍종합건설,HT001,95.71,84.6,88,3,1,11,계단식,38400.0,141840.0,7680.0,95760.0,0.0,0.0,0.0,19000.0,,,"2억 5,000",,,,대구남도초등학교,공립,290.0,237.0
0,성명,66㎡,대구시 남구 대명동 3043-1,대구시 남구 성당로28길 17,35.847157,128.568768,52.0,0.0,4.0,4.0,0,0,12.0,,HT001,66.75,56.73,85,2,1,12,계단식,31800.0,82680.0,6360.0,44520.0,0.0,0.0,0.0,18000.0,,,,,,,대구성명초등학교,공립,125.0,152.0
1,성명,70㎡,대구시 남구 대명동 3043-1,대구시 남구 성당로28길 17,35.847157,128.568768,52.0,0.0,4.0,4.0,0,0,12.0,,HT001,70.38,59.8,85,2,1,12,계단식,33600.0,87360.0,6720.0,47040.0,0.0,0.0,0.0,19000.0,,,,,,,대구성명초등학교,공립,125.0,152.0
2,성명,76B㎡,대구시 남구 대명동 3043-1,대구시 남구 성당로28길 17,35.847157,128.568768,52.0,0.0,4.0,4.0,0,0,12.0,,HT001,76.66,63.47,83,3,2,4,계단식,35400.0,92040.0,7080.0,49560.0,0.0,0.0,0.0,,,,,,,,대구성명초등학교,공립,125.0,152.0
3,성명,76A㎡,대구시 남구 대명동 3043-1,대구시 남구 성당로28길 17,35.847157,128.568768,52.0,0.0,4.0,4.0,0,0,12.0,,HT001,76.9,65.36,85,3,2,2,계단식,36600.0,95160.0,7320.0,51240.0,0.0,0.0,0.0,19750,,,,,,,대구성명초등학교,공립,125.0,152.0
4,성명,85㎡,대구시 남구 대명동 3043-1,대구시 남구 성당로28길 17,35.847157,128.568768,52.0,0.0,4.0,4.0,0,0,12.0,,HT001,85.59,74.38,87,3,2,1,계단식,39660.0,103116.0,7932.0,55524.0,0.0,0.0,0.0,,,,,,,,대구성명초등학교,공립,125.0,152.0
5,성명,87㎡,대구시 남구 대명동 3043-1,대구시 남구 성당로28길 17,35.847157,128.568768,52.0,0.0,4.0,4.0,0,0,12.0,,HT001,87.77,74.58,85,3,2,8,계단식,42000.0,109200.0,8400.0,58800.0,0.0,0.0,0.0,,,,,,,,대구성명초등학교,공립,125.0,152.0
